Sentence,label
今年の目標今年こそ初海外旅行する！！飛行機こわいとかいつまでも言ってらんない！パスポート切れる前に行く！！,3
なんというか この時間だから言うけどさ下ネタではなくてリアルな性の悩み について話せる環境が欲しいなってこの歳になって思い始めたんだけど共感者いる？？コンプレックスについて、漠然とした恋愛に対する悩み、コレって自分だけ思ってること？、一線越える勇気がないとか色々な悩みに→,3
いろんな職種経験すると別の宿泊施設でも役立つなーと感じる！今回みたいにヘルプあるのは聞かされてたから1回目はすぐに覚えてそれなりに動けるように2回目以降はパタパタ動けるようにできてる感じはあると思う！まあ所詮派遣のレベルなので←明日で終わりや がんばろー！,3
まあそんな短期ぽーんと見つからないんだけどね。一応詳細聞いてみよーっと。,3
勤務中のウェアは自分で準備してねってことでした。(滑るときは無料で貸すよって感じ)スキー場だけど ほぼ建物内でのレンタル業務。レンタル経験者 勤務中の服装の写真があれば、DMで送っていただきたいです！！参考にしたいので見るだけです無断転載とかはしません,3
出会いなんて一期一会だ！とか一生モンだ！とかホント 人によって価値観バラバラだと思うの出会いが全てじゃない！稼いで自分のやりたいことやったらいいじゃない！出会いたいなら行動して稼ぎたいなら稼げるところ行って観光したいなら休みや前後は観光して色んな生き方あるから気楽にいこ,3
自分のことを貶す人よりは褒めてくれる人と付き合うって大事だと思うけど自分が思ってる以上のことで持ち上げられると私は慣れてないのでちょっとビビっちゃう。褒められて伸びるタイプとはいえど。背伸びしたまま歩くと疲れちゃうのと一緒...逆にやる気につながることもあるけどね。,0
愚痴とか病みって現状から見るとマイナスかもしれないでも悩みはプラスになろうとしてる証よねいっぱい悩んで解決して、解決に導いてもらって、一歩ずつで良いから前に進んでいきたいですね病むんじゃなくて前向きに！いっぱい悩もう。,3
21:30に地元からバスで出発7:00に東京着いて8:30に東京から電車で出発?昼過ぎに勤務先へ到着そのまま夕方から勤務というハードスケジュールw新しい土地に行くのでワクワクがすごいけどね！！！不安より楽しみが大きい?( ? )?,3
マジで服多いって持ってきたズボン系部活で着るようなウィンブレとジャージ持ってきたけどジーパンのが必要だった...最後 ジーパンかウィンブレの2択でジーパン置いてきちゃったわ...1着しかないから休みの日に買いに行こ...帰りの荷物増えるwww,2
相部屋のリゾバ先ではいくらWi-Fiがあれど 迂闊に記事執筆できないというデメリットが発生することに気づいた。もちろん、休憩時間や空き時間の使い方を被らないように工夫することは可能。飲食代はかかるけど作業できそうな場所も近くのあるのでうまくやっていきたい。,3
めっちゃ混んできてるのに、荷物で席1個分占領するやつってどういう神経してんだ？？電車とかカフェとかね。そこ開ければ1人座れるのに。なんならお前どければ2人座れるんだぞ。それぐらい考えられる大人になりたいわ。,1
やばい！そんなお酒強くないので飲みすぎると作業できなくなることに気づいた！！ハイボールとサワー1杯ずつしか飲んでないけどやめとこ。コンビニでなんか買って帰ろ←,2
来週の休みをどう使おうか今から考えつつ土日をがんばって乗り切るしかないな前回は仕事後の交流が楽しかったけど今回は観光と自分のやることやらなきゃ楽しめん！もうむりいいいってなったら愚痴聞いてくれる人もいるので モチベ保って乗り切ろう...,3
愚痴だけじゃなくて普通に話聞いてくれてたわいもない話してそれだけでも元気もらえるありがてえ足取り激重だったのがちょっと軽くなったがんばろー,3
最近入った人にこれお願いしまーす っていきなり言われて頼んでるっていうんじゃなくて中途半端にしてあと丸投げされてるんよなんで最後までやらんの？？むしろその後大事やん？わからないことできないことそのままにする人だから何の違和感もなしにやってるんだろうな呆れちゃう←,1
遠慮を知らないというか気を遣えない人は本気で引く呆れる。まじで関わりたくない。そんな人が勤務先にいる現実(白目)いちいち その人の行動が私のイライラメーターを刺激してくる,1
これ共感者いるかわからんけども生理的にムリな人って話すの以前に近づくのもイヤなのね。その人が仮に「眼鏡かけてる人」だとしようその人の眼鏡だけが机の上に置かれている眼鏡だけですらイヤなのですなんなら眼鏡の周りに触れるのもイヤなのですだってそいつの顔にくっついてたものやで,1
今日は珍しくLINEする相手がいないので←次のリゾバ先を考えながら寝(落ちし)ようと思います観光スポットと合わせて探すと楽しみが倍増するんです。,3
昨日バイト断ったために地元に帰らなくても良さそうでむしろコロナのせいで帰ってくんなwと言われたので早速次の勤務先探しを始めました1/29仕事検索開始、2社(計5求人分)web応募→全て求人票get→3求人詳細問い合わせ→うち1つ応募して結果待ち過去の担当者から新しい担当へ引き継ぎが早い！,3
あー、通勤案件ダメだった。1ヶ月?(延長可能)案件に1ヶ月?って言って応募したら3ヶ月以上の人を募集してるんですよねーって.......？？？？？？？？？なら1ヶ月って表記なに？？wまあいいやってことで切り替えて別のとこ応募完了。詳細待ち。,2
今回は、Wi-Fiは最悪レンタルすればいいやってことで優先事項は「期間」と「勤務地」！今のうちに行ったことないとこを攻めたいんです。ムリそうなら、それなりに稼いでから自費で観光行って地元帰るプラン。とりあえず本応募したところの結果来ないかなあ。待ち。,3
昨日?今日にかけて泊まったゲストハウスドミトリーの空間がほぼ個室って感じで快適に過ごせる空間だったなあバスタオルもついてるし ベッドの中広いし良きだな。んでも敷布団薄いのが気になる人にはちょっと寝にくいかも。布団の下畳っぽいから起きた時身体痛くなかったけど！,0
自分のことを好いていてくれるのは充分通じてるんだけど今はそういう気になれないというか付き合ったところで相手も自分もを大事にできる気がしない恋愛対象として見れないし、これ以上発展がない状態で連絡取り続けるのも相手に悪いなあと思うんですがどうすればいいんだろう←,0
お？！？！！Wi-Fiなしって聞いてたけどWi-Fiバリ3！？！？ありがたや。作業捗りそうなお部屋で嬉しす。,0
うわー！まかないというか従業員食堂もうまいこれは生活環境アタリや！！周辺環境は悪いけども売店あるし困らないかも。仕事シンプルに忙しいけど短期なので乗り切れますわ。,0
たかが数日(2?3日)も働けねえでバックレるとは何事しかも10人中2人もw学生同士 友達同士で応募してるんだろうけどバックれないように切磋琢磨しあえよな..あと1日だしがんばろうぜ、乗り切ってうまいもんでも食って帰ろうぜってバックれは交通費でないので多分赤字アホくさすぎるw,1
あ、メンタルやられた←久しぶりにこんな感情を抱いてしまったので早く次のリゾバ先に行って気を紛らわしたいと思います自分の負の部分が芽を出しちゃったのが分かるので自分の手で枯らします(　?-?　)ご飯食べよ...,2
スーツケースん中の衣替えしたいんだけど冬用アウター→春用アウタートレーナー→Tシャツ、ロンT冬靴→スニーカーまあまあ全部変えたいんよねw家戻るべきか、思い切って捨てて調達すべきか、郵送してもらって要らんもの送り返すか。次と拠点が定まってない以上なにもできん現状,2
結局どこいてもコロナの脅威には晒されてるわけで(もちろん感染者が少ない田舎とかは避難場所としてはアリかもだけど)それでも日本出る人はいるわけで。前は地震 今はコロナって言い訳ばっかつけて逃げてるんかなまあ実際自分のことだから自分がよければ行くんだけど。コロナは良くないよね←,1
スーツケース→オレンジリュック→青スマホケース→黄色ニット帽→赤色の大渋滞が起きていることに気づいただがしかし アウターと靴は黒だから関係ないやって思ってる,3
やっぱり実家に帰ってくると何事に対するやる気もぽわーってどっか飛んでっちゃう感じがする落ち着くといえば聞こえはいいけど甘えなんだろうなって。,0
好きになるんじゃないってどっかで思ってたけどはー。やはり恋愛向いてなさすぎるな。勝手に思い上がって勝手に嬉しくなって勝手に嫉妬して全部自分の勝手なんだよなあそして結局根っこの部分は変わらないんだなあって思ってしまった相手は他人ってきっぱりできない辺り恋愛向いてない,2
あと、やっぱりLINEって便利だけど本心とか表情とか見えない分相手がどう思ってるのか何をどう考えてるのか極論イエスなのかノーなのか本当に分からないなあって。便利だけど不便な時代だと感じてしまった,2
まあ、こういう形で自分が傷付く？じゃないけどモヤモヤするんだろうなって分かってたことだから裏切られたショック...みたいなのはないんだけどちょっと寂しいというかうわああって モヤモヤしちゃうねあっちはそんな気全然ないと思うし私も割り切ってたつもりだったんだけどなあ,2
そろそろなくなるからって思ってAmazonでアイブロウ買ったんだがなぜか買った2日後ぐらいにメルカリでもアイブロウ買ってしまった...Amazonの箱開けて2つ買ったことに気付いた←,2
タブレットって便利だけど、タッチペンとの相性とか ラグの問題とか一瞬のズレで消えたり 変な操作しちゃったり。まだまだ全然慣れないですなあ。ブログとかSNSとかやってるけども実は超機械音痴です←,2
今やってるお仕事単純だけど ちょっとずつ慣れても時間かかる。つまり大変←リゾバは覚えること多いけど 慣れるとなんとかなるでも今の仕事(作業)は覚えることあんまないけど 単純な作業に時間かかるでも同じ時間グダグダ過ごして稼ぎゼロよりは全然マシ！このお金で旅行へのモチベ上げてこう,3
6年ぶりに眼科行った...コンタクトとメガネの度数調整しないとやばいなーって思ってたら案の定悪くなってたので 行ける時に行っとこう。来週もまたです。,3
リゾートバイト市場ってすごく狭いと思うけど実際いろんな悩みとか不安とか抱えながら働いている人たちがいるわけで。情報全部丸呑みしちゃいけないよ ってことだけは声を大にして言いたい。自分に合った取捨選択 大事です！,3
そういえばめちゃめちゃ忘れてたけど2月中旬に応募したGW案件の結果まだ来ないな？！？！GWの募集もだいぶ減らされてるのかなあコロナで何ともいえんしまだ先だし様子見ですな...,2
13:3037.5度ここからスタートです※なお、体温計が急速測定？みたいなタイプなので若干の誤差はあるかも。,2
あのあと37.8度まであがり今は37.0度まで下がりました夜また上がるかなあ...,0
私のリゾバの醍醐味は休日 休憩時間の観光だから今行っても楽しめないことはわかりすぎてるので実家で大人しくしています(実家があるからできること)でもどんどん広まっていく人の動きを止められないのが現実で。なんかなー。やりたいこともあるけども今は何が正解なんだろう。,2
図書館で本借りて(2週間で返却)家でもできる勉強してメルカリで売買してPCで 副業程度ですが収入を得るリゾバの楽しみも刺激も何もないけど今はちょっとでも早くコロナの影響が広まらないように祈って家にいるしかできないツラい。,2
最近うどん食った日に限って腹壊すのでちょっとうどん禁止にしてみようと思ううどん食わない日に腹壊したらうどん再開しようと思うなぞの宣言。生存確認。,3
ヒューマニック 、応募受付停止...？？,0
めっちゃ今更だけど地元近辺?東京行きのいつも使ってたバス全便運休なってたからまあ出歩けないよね(出る気ないけども)やはり地元で仕事探すのが賢明なのかなーどうせ働くんなら地元出たいんだけどなーあああー,2
実家嫌だなあって思う極め付けは家族同士の言い争い(ガチ喧嘩ってほどじゃないけど)一人暮らしとかリゾバ生活しててたまに帰ると居心地いい場所だって思えるけど同じ家で3世帯6人も暮らしてればそうなるか言い争いだけじゃなく本人いないところで愚痴られるオマケ付きだから尚更イヤ,2
割と社交的で意外と品があって 自分の芯持ちつつやりたいことやって 私とは性格も考え方も色々正反対すぎる正反対すぎて行動すればするほど相手に嫌われてる感じがしてる(本心は知らない)それでも会いたい歳はとっても心はわがままなクソガキのままです,3
とりあえず嫌いなら嫌いって言ってほしいし連絡ウザいならウザいって言ってブロックしてくれればいいのに一方的に盛り上がって一喜一憂して彼方にとっては知り合い程度のものだろう自分から連絡先聞けたことが大きな一歩とか思ってたけど連絡先聞かれるのに慣れてる人には全然意味なかった,2
もう！！コロナ自粛のせいで人に会えなすぎて実家から出れなすぎて嫌んなっちゃううう！！！！！！！むり！！字面とか電話とかじゃ全然むり！！一人旅でいいから旅行して感動とかしちゃって心癒したいよおおおお,2
最悪な1週間の始まり生理田植え時期で家族の痴話喧嘩勃発せっかく仲良くなれたと思ったけど会えずじまいの人に会えない→嫌われてんのかすらわからんのでこのまま連絡とってていいものかと不安に駆られるんでこのコロナ自粛(約3ヶ月間。このまま4に突入)のせいも相まって不安とイライラがストレス,2
あーやらかし。せっかく発送したけども記載内容と商品違うと言われググってみたら完全に私の知識不足による記載ミス...(　?-?　)返品すると対応も着払い送料もめんどいから2500円ぐらいの売上チャラにしてキャンセル...反省じゃこりゃ気付けて良かった←,2
ばちくそ意外な人物からLINEきたんだけどなんとも言えない内容だったのでちょっとやりとりしてそっと非表示にしときました。,0
質問しただけで逆ギレみたいな口調で答えられると誰だって良い気持ちはしないだろ...,1
完全に嫌われてて悲しすぎる←推しも諦めよう...せっかく東京での楽しみができたと思ったのにこりゃダメだーまたふりだしから。,2
ダイブの新しいサイト、アプリ時代のメールアドレスでログインしようとしたら 登録されていません って表示されるんだが同じような人います？,0
チーズスフレが無性に食いたい,3
締め切りまであと数日なんだけど！なんなら3月からずっと応募していいのかしないほうがいいのかずっと迷って、もう〆切が数日ってとこまで来ちゃってるよ,0
自分の部屋の居心地はいいけどもやっぱりもっと色んなとこに行きたいなあ知らないことを知れる楽しさ！！まだまだ未知が多すぎる,3
金曜日病院行く予定あるからついでに1月以来の美容院にも行こうかと思うんだが結局切ろうか切らないか迷い続けてる始末←ショートヘアあるあるとして襟足もさもさしてくるとすぐバッサリいきたくなるんだけど切って結べる長さじゃない微妙な長さになるのもなーっていう葛藤,3
検定試験の支払いとガソリン入れに行くっていうのがメインの目的だったのにチーズスフレ買って買いたいもの買って満足してメインの目的２つとも忘れて帰ってきたのはアホすぎるwガソリンはマーク付くレベルでギリ思い出したので帰り途中で入れてこれた◎,0
寝る前に、癖つけようと思って髪縛って寝たんだけど2つあったはずのゴムが1つしか見当たらないからもしかすると寝てる間に解けたやつ食ったのか自分...？？という疑念にかられているコワイ。,0
どうぶつピースにうちのイッヌが出るんだけどテレ東系列放送されないから意味ねー泣,2
格段とヒューマニックの時給の低さが目立つかなあ...(もちろんそれなりのもあるけど全体的に。),2
ナガシマの寮環境(女子寮)・風呂は大浴場タイプ、シャワー15個ぐらい？・トイレ、洗面はフロアで共用(3つ)・洗濯機はフロアに2台・電子レンジ、トースターはフロアに各1つ・部屋6畳、クローゼット、正方形の冷蔵庫、布団(薄い)、壁に2-3個フックあり(ハンガーなし)・去年2月時点ではWi-Fiなし,0
TLがナガスパでいっぱいwww今出てる案件の中ではまあ楽しそうではあるよね少ない件数の中でも時給高めだしプールスタッフは日焼けが大丈夫な人にはもってこいかも。数日で日焼けしてヒリヒリして風呂入れなくなるの目に見えてるから行かないけど←やるならまだ売店のがいいな行かんけど,3
鼻がすごい部屋掃除して埃吸ったからだと思うがムズムズえぐ！,2
なんかなー何したいんだろうーわからずもやもや歳とってくばかり,2
草刈りの時期だからだと思うんだけどイッヌの散歩行くと鼻水えぐいしなんなら家にいても窓開けてるから外気入ってきて目かゆいし鼻ムズムズして地獄,2
ここだ！！っていう求人が見つからん...ホテル旅館のリゾバに限定しない方が探しやすいんだろうけど、また電話登録とかメールで履歴書的なの入力するのかと思うと...一瞬なのはわかるけど迷いどこ。あと1か月は地元動けんからもう少ししたら増えるだろうと思って気長に待つ日々←,3
はああ？うざすぎるメルカリで初めて悪い評価ついたしかも理由聞いたら到着が遅かったから北東北から沖縄まで送ったらコロナの影響もあるし1週間はかかるだろって思ってたからこっちも催促せずに待ってたのにそれ言ったら、最初に忠告しないあなたが悪いっては？？ふざけんな通販じゃねえ,1
マジで頭沸いてる出品者は購入者選べねえんだよ自分が沖縄で出品者が北東北って分かった状態で購入してんだろうがそれでいて　遅くなるって忠告？逆に　遠いので到着と評価遅くなるかもです　とかならわかるけど悪い評価つけた挙句こっちのせいにされるとか腹立たしすぎるくそ,1
10人に1人がメルカリ使ってるらしいからそりゃ誰でもかれでも好き放題なんだろうなーって印象。普通に購入しても期限内に発送されないこと増えた感じする。250近い取引して初めて悪いついたしこっちに落ち度がない取引すぎてまじ納得いかねえだ。,1
検定試験の勉強してるんだが合格率まあまあ高いからなんか緊張感緩んでしまっているが数千円払ってるし移動費込みだと万超える出費だから確実に合格しなければという自分自身へのプレッシャー,0
元カレから半年ぶりに電話きたんだけどあまりにも仕事でボロクソ言われて?って話で聞いてたら結構エグいことされてるのに嫌とも言えずただその場のノリでごまかすことしかできないのが辛いって自分だったらそんなとこ速攻辞めてるしまずそんな上司の元で絶対働きたくねえまじで大学生のノリ,2
やべえ今日超ねみい朝からスタバ飲みに行ったせいかな←,0
ズオズオムーわらった。,0
元カレのことはもう全然恋愛感情ないから関係ないんだけど浮気されたっていう事実だけが残ってふと思い出すと胸がギュッとなるんよね。今でも。気持ち悪いわ。インスタ見てたらその浮気相手のインスタ見つけてしまってギュってなってる午後11時。,2
はいー。結構無駄に気合入れて行ったけど、ご飯食べてドライブして終了?wボディタッチちょいちょいされたけどあんまいまいちキュンとこないというか慣れてなくてちょっとドキっとはするけど恋愛のドキドキとは違ったかなー。,2
Tinderで仲良くなった人と会ってきたんだが写真と実物が違っててちょっと期待してただけにちょっとショックうけちった←女子ウケって言葉使いたくないけども短髪で髭ない(そして清潔感ある)人のが好感持てる...。むずかしい。,2
あああ安い方で事足りてたのに期間限定のギリギリに申し込んだもんで内容ちゃんと把握してなかったから無駄に高い方契約しちゃったあああ3000円あったらお肉食べれるじゃんかー...むなしい笑PC使ってるのに知識がまじで素人レベルだから大丈夫かよって感じwww,2
三重の伊勢うどんはさすがに作れないけど愛知県?三重県のご飯好きなものが多い。,0
リゾバ決まらない?って条件妥協しまくってとりあえず近いとこ！とりあえず時給高いとこ！とりあえず楽そうなとこ！みたいなとりあえず?で決めてると失敗する可能性ありありなので我慢して求人出るの待つようにしてる。やっぱ違うって辞めるよりも待つ方が色々めんどくないので。,3
リゾバ と一言で言っても・自分に合う合わない・担当者の合う合わない・寮の良し悪し・食の良し悪し・周辺環境の良し悪しマジでいろんな要素あるから。自分の理想に少しでも近いところ選べるといいですよね。,3
マルチ商法に引っ張られそうになった経験ある人います？？？？zoomで説明聞くだけ聞いてダメそうならやらなくてもいいから?聞くだけ無料だし?みたいな勧誘されて。あ、実際やってみたっていう人でも可,3
やっぱり毎度のことながら生理前の体調の変化と生理日1?2日目の体調の悪さは不快だなー。おまけに天気もじめっとしてるし気分もどよーんってなっちゃうね,2
1回だけ使った派遣会社に連絡したらあんまりよろしくない感じだったなー。対応はめっちゃ早いけどねシンプルに求人がないね,2
稼げるor稼げないの軸で見ればもちろん稼げるのが良いに決まってるゼロで何もできないよりいいからね。でも、そこにおもしろさの指標が加わったら？稼げるけどおもしろくない、つまらないor稼げないけどおもしろい、初めてがいっぱい稼げる度合いもおもしろさの度合いも人それぞれ。,3
某大手Gに良さげな求人あるんだけどHとかDで決めたいからまだ待つ。とりあえず応募して求人票だけでももらおう,3
九州方面も一応考えてたけど豪雨でやばそうだから今はちょっと控えとくか...コロナもそうだけど地震とか豪雨とかの自然災害とかってほんと無力すぎてつらい。,2
おなかすいたっぴ,3
とりあえずほぼ確実に募集してるっぽいから応募した！結果待ち。,3
ナイーブ発動した後ですが切り替えてバチバチにお仕事していくぜ明日はスタバ飲むんだ！！！！うんめーカスタム飲んでやるもうメモしてるんだからっ！！！！2杯は飲んでやる！！！！スタバ好き('ω'),3
あーー推しに会えるかわからんくなってきたし行きたいなーって思ってる地方の求人全然ないし情勢毎日変わりすぎて決まっても確実行ける保証なんてないしマイナス思考になってしまう(´°????????ω°????????｀)とってもむり(´°????????ω°????????｀)あああああああ(´°????????ω°????????｀),2
会いたい人ができると会いたいなーってなっちゃうし自分の人生なのは分かってるけど会いたい優先になっちゃうことあるし会いたいって思うことは勝手だけどムダに行動派だから思い立ったら体が動いちゃうから何が言いたいかというと会いたい人ができると悩みが増えるとっても良くない←,2
私はもう少し先ですが←どうせまた手荒れえぐいっていうツイートするんだろな。リピーターとして対策していくからな。まってろよ！,3
推しに会えないけど東京経由はしないでリゾバ先に行く。経由するだけでもこわいので...今ほとんど出歩いてないから平気だけどいざコロナかかったらどうすりゃいんだろね。,2
最近Mrs.?とか髭男とかあいみょんとか流行ってる曲よく聴くんだけどやっぱりRADとかELLEとかROMとか太陽族とか中高時代に聴いてた曲聴くと無条件でテンションブチ上がるな。仕事しながら音楽流して勝手にテン上げ。,0
期待し.........ない。,0
久しぶりにまっずいラーメン食ったなあ味薄いとんこつはブタメンよりひどいかもしれんな←,2
wacciの別の人の彼女になったよ　の歌詞に集中して初めて聴いたちゃんと吹っ切れてたら電話しないししたいなんて思わんやろちゃんと吹っ切れてないまま別の人の彼女になったよって曲だったか、納得。,0
点描の唄心がきゅってなる夏よ、始まれ。,3
居間とかキッチンのテレビつけてもコロナしかやってないのでとっととご飯食べてテレビなしの自部屋にこもってお仕事タイムじゃ。,2
地元で就活しろ　市役所受けろ　農協受けろって散々言われたけど、どれもやりたくねえんだよなあ。薄っぺらい履歴書書いて？働きたくもない会社に入るための理由つけて？スーツ着てテンプレに沿ったことばっか言う面接？入りたくない会社に入ってやりたいこと？んー。,2
恋愛以外でメンタルブレイクしたの初めてすぎて誰に相談すればいいかもどう乗り越えればいいかも未知数すぎてわからんwwwwww恋愛だったら当人同士で解決って感じだから簡単なのに(´°????????ω°????????｀)なんやこれは(´°????????ω°????????｀)24年間で1番悩んでるわ笑,2
本日も行くなよの念押しで起こされました在宅の仕事夜にしてる昼夜逆転生活だからこの時間に起こされるの結構しんどいのにここ数日毎日これおばあ心配性で、薬飲んでも寝れないからっていう理由で止めてきた父。私が電話しただけで泣くぐらいの精神状態だとわかっているのか？笑笑,2
キャンセルの連絡入れろっていう家族からの圧力となんかもう色々耐えきれなくなってたこのタイミングで派遣会社から交通経路確認の連絡きて相談したらキャンセルってことで先方に掛け合ってみるとのこと。今まで応募後のキャンセルなんて無責任なことしたことなかったから本当に申し訳ない,2
ほんとに嘘つけない性格すぎて断ったって嘘ついても絶対ばれるか嘘ついたことに耐えきれず多分言ってしまう超正直者っていう自覚はあるし感情とか言動とかも好き嫌いはっきりしててわかりやすいと思うよっていう自己紹介しとく('ω')！！！笑,0
結局リゾバ行かない選択肢とったけど決定してた案件をキャンセルしたことで次決まりにくくなるんじゃないかっていう不安。あと、「行くな」とは言われないが「行かなくてよかったな」「行ってたらどうなってたか分からねーぞ」っていうたられば話をコロナ情報目にする度に言われそうでキツい。,2
暑いし暇だし半年ぶりにボウリングしに行こマイボール使ってなさすぎてさすがにかわいそう。,3
やっぱり持ち物リストって需要あるんかなあ。人それぞれなのはごもっともなんだけどリゾバ初心者こそあれ足りないこれも欲しいなって気付きから自分で物を揃えていくスタイルのが本当に自分に必要なものを知れると思うんよね。,3
Twitter開いて閉じてインスタ開いて閉じてTwitter開いて閉じてインスタ開いて閉じてTwitter開いて....っていう無限ループ繰り返してたわ秒で開いて閉じて繰り返してからなんも新着ないの。,2
いらすとや好きとしてはわざわざ往復2時間車走らせていらすとやグッズ買いに行って目当てのものなくて一応見てみるかってことで開いたメルカリで390+税のグッズたちが1500円とかで出品されてるのみると転売ヤーくそがって思うわけですよ。しかも1つや2つじゃなくて、何個もね。くそ。,1
画面見すぎなんだろな頭もわーんって感じで気持ち悪いわ寝過ぎかなとりあえずもう家から出た過ぎておかしくなるっつーの。どこ行っても混んでそうな夏休みうざいな。,2
リゾバ先生　じゃないけどリプしちゃった笑,0
申し込んだぜ2級...勘でとった38点から過去問解いてどこまでアップするか...。英語も苦手だし捨て問題減らしてなきゃ。まずは基礎ゾーン固める。6000円は捨てられんぞワッシ←,3
まじあっちい！！！！！！！イッヌの散歩行ってスタバ行く！！今日は2杯dayかな←,3
勉強したぞ。ネル。,0
単純人間だからテレビで他県特集やってれば行きたくなるし他県ナンバー見れば行きたくなるし地元(訛ってる)付近で標準語とか地元以外の言葉聞くと行きたくなるし県外の人と連絡とると行きたくなるしとりあえずでお取り寄せグルメググると予想以上に高いからまじで現地に行きたくなる,3
最近目覚ましかけても起きれん。1時間だけ寝たいのに結局3時間とか過ぎるつらみ。,2
先月とうって変わって今月はライティングが多そう。ライティングしたいなーって思ってたからがんばろ。拙すぎるけどもなんとか乗り切るぞ。とりあえず郵便局明日やってないし今日発送しなきゃならんメルカリの荷物発送からしなきゃ。,3
パッションフルーツジュースが飲みたい。,3
スタバにきてこの進捗具合ということは...シンプルに納期がキツキツ(´°????????ω°????????｀)追い込みのはずが、あんまり追い込めてないよー笑笑,2
別に金は稼げてねえけど案件ちょいちょいもらえてるし勉強することあるし今月はまあそれなりに過ごせそう問題は9月中旬以降なんだよなまた試験に左右されちゃう(´°????????ω°????????｀)けど次こそは試験終わったらどっか行きたい...さすがに。,3
浮気したこと自慢げに友達に話す奴はもれなくクソ。んで確実にまた繰り返すやつ。信用ならん('ω'),1
スマホ一つで?って勧誘はまじでいらん仮にそれで稼げたとしよう世界中の人がその働き方してないのはなんで？勧誘することで「しか」稼げないからなんじゃ...話聞くだけタダ紹介動画無料で先輩が説明してくれますだまれ?( ^ω^ )?,1
特に、場所を選ばずに仕事したい＝旅好き、仕事辞めたい、脱サラしたい、ワーホリ行きたい、夢や目標のために稼ぎたい、日本一周、世界一周、旅行好きみたいな人をカモにしてるイメージある。マジでリゾバやってる人旅好き人間多いと思うから気をつけてほしい。,1
試験勉強したいけどありがたいことに仕事がガツガツと入ってきていて勉強全然進んでない笑次の締切すぎたら一旦勉強モードに切り替えなきゃ...(°_°)マジで落ちたらシャレにならんのだ(主にお金が←),0
大学時代元カレと付き合ってなきゃもっといろんなこと自由に出来たんかなと思うと5年なかった1人での楽しみ方？みたいなのが後にずれ込んでもおかしくないよね←,0
こないだすき家の駐車場でタバコふかしてる人たちいて「(喫煙所か車ん中で吸えば良いのに、あんな煙撒き散らしながら吸ってるのはマジで)鬼だせえ」って思わず声に出したら横で運転してた友達に「鬼だせえって言葉がだせえwww」ってツッコまれた...そんなワイは仕事なうです('ω'),2
リゾバ戻りたいけども今戻ったら確実に実家に帰ってくるなって言われるからどのタイミングで出ればいいんだろう。実際求人とかも増えてる？お盆過ぎたし微妙かな？(HP見てない←)......コロナ(?_?),2
まじで会いたい人が多すぎるー。友達としてもだし気になるとかもだしまた会いに行きたい場所にいる人たちもだしとりあえずリゾバに戻ることが1番の近道であり地元脱出の方法...。9月末迄ぐらいを目処に復帰を本格的に考えよう。,3
マスクでアゴのラインが荒れる！！次いで口の周り(アゴ周辺)きちー。薬塗って治っても、気付くとまた...(´°????????ω°????????｀),2
やべえ締切間近なのに普通にネミー←でも今日やらねばヤベー久々の完徹コースと思われ,2
最近の生理の症状は本当にトイレがお友達！ってぐらいお腹が緩い←まじで腹痛い。ウォシュレットないと地獄かもしれんんでもって　めっちゃ柔らかい(くっ付きやすく破れやすい)トイレットペーパーとの相性は最悪ちっちゃいことだけど使う頻度が増えるからこそかかる負担、ストレス,2
良い具合に納期に余裕が作れてきた(気がする)明日(日跨いでるから今日)はスタバの栗！飲むついでに作業進めたい...起きれるだろうか。,3
「ファジル・ゲビ、ゴンダール地域」の写真がキモすぎて夜に見れない←ファジルゲビ　壁画って検索したら出てくるので暇な人見てみて。これが天井にあるとか絶対寝れんわ...。,0
いきなり寒くなってきたせいで鼻水とくしゃみが度々やってきて治らん試験中とかなったら最悪だ,2
勉強してるって言ってるのに。してほしいことと真逆のことされるとなんか違うなってなっちゃうそういう人なんだよなーって思うしかない他人に期待したところで落ち込んだりイライラしたりするのは全部自分だ,1
はああああめっちゃ緊張と不安でいっぱい...がんばるために今日は早めに寝る体調崩さないようにせねば。,3
今日そこまで寒いわけじゃないけど鍋が食いたくなってきた。,3
あやなんのインスタストーリー見たけど価値観というか考え方の違いみたいのって根っから違うんだと思うし育った環境とかでもだいぶ変わってくるんだろうなって思う難しい問題だよなあナイーブな問題こそ、そういう些細な違いがめちゃめちゃ大きなズレに繋がる感じやるせねえ,2
そして相変わらず鼻水止まらん1ヶ月どころじゃないなこれは耳鼻科ってどんな検査？されるんだろう未知。,2
そういやめちゃめちゃ通信障害だったらしい。飯食ってアベマ見てたら普通に忘れてた←,0
イッヌの散歩してたら通り雨にやられて途中で帰宅した虹一瞬で消えたしついてねー笑,2
ピスタチオのマカロンとカシスのマカロンとショコラのマカロンがうまい。ショコラは安定、ピスタチオは独特感がgood,0
納期ちゃんと守らない人(守れない人)と同じ単価なのなんかなーって思っちゃう。キャパとか生活状況とか違うのわかるけどさドンって提示された納期、自分のペースでいけそうか無理そうかなんとなくわかるじゃん...守れない続いてるんならokじゃないじゃん,2
万が一納期間に合わないかもって、作業段階でわかると思うし何かあってもすぐに報告しない　後出しだとただの言い訳にしか聞こえないしねなんで納期日の夜ギリギリになってからじゃないと、間に合わなそう、終われないので明日に...って言えないのしかも1回だけじゃなく何回も。学べ?,1
